iteration,id,x,y
0,0,0.501346,-3.27312
0,1,2.74922,1.13978
0,2,-0.769506,0.563115
0,3,1.85932,-0.843469
0,4,1.86333,1.03314
0,5,0.350964,0.425911
0,6,0.739023,-0.627069
0,7,-0.232432,-0.581823
0,8,1.32824,0.393881
0,9,2.44695,-0.490342
0,10,-0.0766634,-1.68434
0,11,-0.989551,2.94181
0,12,1.26963,0.248256
0,13,1.45127,0.624887
0,14,-2.88095,-1.32383
0,15,2.70626,-0.441586
0,16,1.83406,1.79169
0,17,0.0310587,0.648968
0,18,1.09066,-0.559605
0,19,1.20234,0.127853
0,20,0.906629,1.0411
0,21,2.46098,-1.10454
0,22,-1.81617,-1.35449
0,23,1.43744,0.107183
0,24,0.0222839,2.41446
0,25,1.12601,0.0553679
0,26,1.73212,0.374517
0,27,1.14022,0.643965
0,28,2.44759,0.293381
0,29,1.93459,-0.287341
1,0,0.434282,-1.64885
1,1,1.66312,0.74056
1,2,1.02766,0.379084
1,3,2.78952,-2.88423
1,4,-1.02484,-0.638753
1,5,1.77805,-0.0687284
1,6,0.860046,1.08308
1,7,1.66452,0.650332
1,8,1.96625,2.65679
1,9,-0.0379188,0.684581
1,10,0.0288607,0.758887
1,11,0.475568,-0.294686
1,12,0.40763,-1.11382
1,13,-1.19433,-0.739486
1,14,1.76169,1.71763
1,15,2.29017,-0.185534
1,16,0.777705,3.56584
1,17,0.789085,0.311715
1,18,0.0575953,-0.604242
1,19,-0.417614,0.848587
1,20,0.928954,-0.454276
1,21,3.68944,-2.75044
1,22,1.46707,1.62142
1,23,2.66976,0.250237
1,24,0.68986,-0.281607
1,25,-1.70745,-1.19366
1,26,2.48734,1.34204
1,27,-0.33863,2.93151
1,28,4.62861,0.765545
1,29,-0.294327,0.905367
2,0,0.35873,-0.587164
2,1,0.220016,0.551046
2,2,1.6495,0.392301
2,3,1.09711,-0.234851
2,4,-1.91887,-0.745098
2,5,-0.568217,1.07322
2,6,0.711501,1.85661
2,7,0.371957,0.473732
2,8,1.00515,0.0850957
2,9,-1.27739,1.27534
2,10,0.0816227,1.9805
2,11,0.616511,-0.51759
2,12,-0.0949962,-1.44071
2,13,-1.33024,0.0322267
2,14,3.44924,2.8877
2,15,0.473763,0.614214
2,16,0.570263,2.9638
2,17,-0.0443912,0.719203
2,18,-0.481162,0.427845
2,19,0.0782901,0.639365
2,20,-0.0798114,2.07106
2,21,1.34431,-0.694227
2,22,-2.4582,-1.59104
2,23,-1.93028,0.814998
2,24,0.354816,-0.576816
2,25,1.55293,0.744356
2,26,0.278597,0.614567
2,27,-0.31626,1.1611
2,28,-1.79844,0.517887
2,29,-0.934802,1.28689
3,0,0.657056,0.293215
3,1,-0.115709,0.227314
3,2,1.20828,0.253827
3,3,0.134603,1.49447
3,4,-0.97339,-0.581869
3,5,1.10476,-0.239156
3,6,1.24493,-1.27487
3,7,0.222507,-0.329166
3,8,0.524599,-1.20075
3,9,-0.331116,0.804492
3,10,0.785321,-0.319487
3,11,0.756313,-0.249735
3,12,0.661112,-0.250572
3,13,1.23156,0.477616
3,14,2.10832,1.36399
3,15,-0.147387,0.72826
3,16,1.91879,0.646346
3,17,-0.135971,0.726493
3,18,0.16662,0.0875245
3,19,0.718929,0.299924
3,20,1.44092,-0.0125794
3,21,0.113725,0.467198
3,22,-2.75888,-2.49702
3,23,1.80655,-0.244339
3,24,0.718882,-0.199459
3,25,2.00592,0.149546
3,26,0.231391,-0.519574
3,27,-0.235094,0.218915
3,28,-3.94601,0.229506
3,29,2.0901,-0.57668
4,0,0.427775,0.574684
4,1,-0.150216,-0.000580434
4,2,-0.666081,0.0811522
4,3,0.414258,0.651354
4,4,0.475927,0.0731758
4,5,0.745494,-0.206761
4,6,0.547158,-0.123666
4,7,0.108451,-0.437364
4,8,0.456106,0.0360689
4,9,1.12488,-0.438616
4,10,-0.248634,0.178908
4,11,-0.213403,0.237368
4,12,1.004,0.368546
4,13,-2.26257,-0.429234
4,14,-0.379021,-0.592278
4,15,-0.0285139,-0.0910126
4,16,2.29322,-0.608007
4,17,0.22746,-0.0707272
4,18,0.490511,-0.0826359
4,19,0.84772,0.0576871
4,20,1.08141,-0.482045
4,21,-0.433898,0.562185
4,22,-0.297028,-0.243759
4,23,2.48774,-0.400025
4,24,0.717318,0.0846254
4,25,0.355865,-0.230168
4,26,0.112597,-0.194419
4,27,-0.128222,-0.27386
4,28,-3.53565,0.0488623
4,29,2.35614,-0.99524
5,0,-0.043113,-0.589874
5,1,0.0129732,-0.248607
5,2,-1.15713,-0.125655
5,3,1.31987,-0.988875
5,4,0.578057,0.198074
5,5,-0.0538413,-0.0978902
5,6,0.145835,0.454909
5,7,0.0903237,-0.359808
5,8,0.219279,0.547297
5,9,0.698754,-0.0831969
5,10,-0.521458,0.128715
5,11,-0.528772,0.179892
5,12,0.659091,-0.0549976
5,13,-0.499829,-0.00481007
5,14,-1.19947,-0.965151
5,15,0.0309229,-0.500649
5,16,0.963008,0.424786
5,17,0.0964449,-0.49412
5,18,-0.490642,0.0192548
5,19,-0.39619,-0.285455
5,20,0.23845,1.27894
5,21,-0.225295,0.457356
5,22,1.30276,1.0927
5,23,-0.191941,0.0128307
5,24,-0.126904,0.0280438
5,25,-0.789066,-0.304212
5,26,-0.0606626,0.0515971
5,27,-0.0429907,-0.461939
5,28,2.98452,0.217385
5,29,-4.7339,2.82267
6,0,-0.279439,-1.13992
6,1,0.0149538,-0.125997
6,2,-0.679179,-0.0456206
6,3,1.41965,-1.31497
6,4,0.408808,0.169644
6,5,-0.454213,-0.0280168
6,6,-0.257155,0.349026
6,7,-0.0980792,0.167631
6,8,0.621081,0.141847
6,9,-0.291601,0.714
6,10,-0.379697,0.0732269
6,11,0.0929186,0.0990937
6,12,-0.500497,-0.120575
6,13,0.715072,0.250241
6,14,0.70456,0.482278
6,15,-0.0481463,-0.0141598
6,16,-0.599238,0.614122
6,17,0.177937,0.0200153
6,18,0.0023442,0.168711
6,19,-0.414799,-0.241632
6,20,0.018412,1.26464
6,21,0.190449,-0.106065
6,22,1.23243,1.0853
6,23,-1.40701,0.256103
6,24,-0.535077,0.00470918
6,25,0.955615,0.188611
6,26,-0.147292,0.174605
6,27,-0.0641682,-0.166071
6,28,1.61223,0.461562
6,29,-0.534688,1.05822
7,0,-0.280097,-0.862988
7,1,-0.0629053,0.0750593
7,2,0.244274,0.028522
7,3,-0.702655,1.62866
7,4,0.22556,-0.0547565
7,5,0.0737008,-0.0812774
7,6,-0.425891,0.23916
7,7,-0.135722,0.225437
7,8,0.293902,-0.283642
7,9,-0.579545,0.918067
7,10,-0.0192028,0.164134
7,11,0.318452,-0.00979789
7,12,-0.802482,-0.0880096
7,13,-0.371987,-0.0219145
7,14,-0.0949361,-0.302369
7,15,-0.0876808,0.229085
7,16,1.08383,0.109217
7,17,-0.0613708,0.23475
7,18,0.210876,0.105948
7,19,0.702332,0.047575
7,20,0.8985,0.0431891
7,21,0.229797,-0.322861
7,22,-1.06037,-0.871084
7,23,-1.48987,0.272841
7,24,-0.1407,-0.0158145
7,25,1.37449,0.246223
7,26,-0.052815,0.0260058
7,27,-0.0598074,0.123606
7,28,0.110545,0.349985
7,29,2.08354,-0.456395
8,0,0.218161,0.26506
8,1,-0.0827411,0.0601643
8,2,0.508505,0.0367668
8,3,0.991111,-1.07443
8,4,0.0178458,-0.149738
8,5,0.203898,-0.0342282
8,6,-0.187431,0.228468
8,7,-0.0931103,0.100005
8,8,0.634708,0.0524573
8,9,0.366337,-0.423283
8,10,0.13267,0.0348008
8,11,-0.0813203,-0.0545863
8,12,-0.197165,0.00231632
8,13,-0.689902,-0.15259
8,14,-0.466649,-0.522004
8,15,-0.00890891,-0.255575
8,16,0.788348,-0.267162
8,17,0.118499,-0.178474
8,18,0.0897609,-0.00126601
8,19,1.31613,0.194999
8,20,0.57703,-0.613668
8,21,-0.0254539,0.082639
8,22,-1.32995,-1.12847
8,23,1.21671,-0.268101
8,24,0.11575,0.00341874
8,25,0.0136235,-0.168914
8,26,-0.00239669,-0.0756492
8,27,-0.0424107,0.0886779
8,28,-0.842275,-0.169274
8,29,1.8217,-0.45222
9,0,0.442038,0.802608
9,1,-0.0847466,0.0401285
9,2,-0.356572,-0.0328311
9,3,0.508674,-1.06978
9,4,-0.130862,-0.105085
9,5,0.052116,-0.0730232
9,6,0.0837592,-0.0415859
9,7,-0.0214043,-0.0906782
9,8,0.630526,0.199625
9,9,0.623206,-0.684917
9,10,0.0610551,-0.069819
9,11,-0.234136,-0.0196188
9,12,0.328675,0.0228034
9,13,-0.343785,-0.0329842
9,14,-0.0859621,-0.238352
9,15,0.0108334,-0.377044
9,16,0.371376,-0.224808
9,17,-0.00866358,-0.0869233
9,18,0.0189682,-0.0558299
9,19,0.107294,-0.0421715
9,20,-0.0194949,0.203369
9,21,-0.169824,0.213959
9,22,-0.373316,-0.317301
9,23,1.71589,-0.367771
9,24,0.1399,0.00187291
9,25,-0.731967,-0.213247
9,26,-0.118823,0.113064
9,27,-0.0420182,-0.0777085
9,28,0.659166,0.455297
9,29,-0.947141,0.278966
10,0,0.108576,0.177415
10,1,-0.0402553,-0.0373695
10,2,-0.162771,-0.00667936
10,3,0.2009,0.116472
10,4,-0.0881074,-0.0182563
10,5,-0.130301,-0.0298799
10,6,0.0650069,-0.144521
10,7,-0.015539,-0.100214
10,8,0.73439,-0.0368953
10,9,-0.934904,1.85974
10,10,-0.0211177,-0.0984968
10,11,0.0266946,-0.0195081
10,12,0.307867,0.0183171
10,13,-0.0477961,0.034646
10,14,0.154385,0.199923
10,15,-0.0067805,-0.268671
10,16,0.125979,-0.185098
10,17,-0.12087,0.0484652
10,18,-0.0963429,-0.0334943
10,19,-0.595206,-0.143081
10,20,-0.351692,0.354243
10,21,-0.092723,0.0266993
10,22,0.330788,0.300844
10,23,-0.681993,0.111961
10,24,0.0271472,-0.00538598
10,25,-0.107955,-0.02606
10,26,-0.0330307,-0.021935
10,27,-0.0501663,-0.0743692
10,28,0.410341,0.446914
10,29,-1.71418,0.443256
11,0,-0.0954656,-0.21894
11,1,0.0168876,-0.0595593
11,2,0.124114,0.00769035
11,3,-0.103901,0.603755
11,4,0.0609192,0.0394123
11,5,0.247704,-0.0425642
11,6,0.0631738,-0.0876113
11,7,-0.0106934,-0.0840316
11,8,0.0112969,-0.0285443
11,9,-0.509463,1.34843
11,10,0.0383757,0.0325666
11,11,0.157705,-0.000884313
11,12,-0.395614,-0.012992
11,13,0.169885,0.0312369
11,14,-0.118567,-0.258971
11,15,0.0160345,0.098016
11,16,-0.104313,0.0304014
11,17,-0.0248006,0.0521009
11,18,-0.0439377,-0.02589
11,19,0.0798664,0.0157137
11,20,0.0871814,0.093681
11,21,0.103427,-0.0334815
11,22,0.276851,0.246477
11,23,-0.590615,0.122304
11,24,-0.0292293,-0.00901543
11,25,0.271097,0.0777932
11,26,0.0901277,-0.0673622
11,27,0.0578673,0.0240281
11,28,-0.378162,-0.260537
11,29,0.606142,-0.14299
12,0,0.21483,0.360086
12,1,0.00601426,-0.0347593
12,2,0.185546,0.00381573
12,3,0.293233,-0.487273
12,4,0.130734,0.062014
12,5,0.00596918,-0.0347448
12,6,0.0558365,-0.00119691
12,7,0.0290069,0.00153482
12,8,-0.330217,0.00489981
12,9,0.474144,-0.488482
12,10,0.0598365,0.0700915
12,11,-0.00797057,-0.0182371
12,12,-0.576289,-0.0188584
12,13,0.0743755,-0.00167138
12,14,-0.0753716,-0.180213
12,15,-0.00809022,0.211206
12,16,-0.0460912,0.0909553
12,17,0.0866837,-0.016296
12,18,-0.00127435,-0.0173398
12,19,0.398868,0.0876932
12,20,0.289555,-0.0647573
12,21,-0.0539871,0.132641
12,22,0.158996,0.127621
12,23,0.470118,-0.0910317
12,24,0.00689484,-0.00668981
12,25,0.108086,0.0289299
12,26,0.0836658,-0.0421283
12,27,0.0866147,0.0490316
12,28,0.0105144,0.0985014
12,29,1.27419,-0.319158
13,0,0.12834,0.226993
13,1,0.00183735,0.017797
13,2,-0.0585597,-0.00985224
13,3,0.0257182,0.266468
13,4,0.0972537,0.0364459
13,5,-0.114494,-0.0185721
13,6,0.0475076,0.0414872
13,7,0.0482487,0.0440918
13,8,-0.312189,0.00516551
13,9,-0.0575816,0.592295
13,10,0.00826459,-0.00859308
13,11,-0.0706116,-0.011225
13,12,-0.142524,0.00661979
13,13,-0.0932824,0.00388621
13,14,0.0193734,0.0134537
13,15,-0.0705756,-0.124689
13,16,0.025884,0.04224
13,17,0.0498841,-0.0233764
13,18,0.0318424,0.00229923
13,19,0.117276,0.0199373
13,20,0.12353,-0.0356274
13,21,-0.023463,-0.0167264
13,22,-0.0399763,-0.0554715
13,23,-0.392584,0.0345255
13,24,0.0249569,-0.00552699
13,25,-0.0925115,-0.0319624
13,26,-0.0596941,0.0191821
13,27,0.0638239,0.0331903
13,28,0.200643,0.155669
13,29,0.10682,-0.0274804
14,0,-0.0144084,-0.0373938
14,1,0.0033617,0.0265831
14,2,-0.0893242,-0.0122756
14,3,0.136307,0.236767
14,4,-0.0112818,0.00700347
14,5,0.0287916,-0.0295039
14,6,0.0102421,-0.0340477
14,7,0.0441038,0.047498
14,8,0.271808,-0.0260543
14,9,-0.199144,0.385237
14,10,-0.017851,-0.0474773
14,11,-0.0599616,-0.011663
14,12,0.235927,0.00496707
14,13,-0.0620678,0.00694804
14,14,0.0519533,0.0864083
14,15,0.00388218,-0.113787
14,16,0.0364674,-0.0475773
14,17,0.0119967,-0.0193523
14,18,-0.00437038,-0.0163939
14,19,-0.184088,-0.0472228
14,20,-0.0793865,0.00868624
14,21,0.00859724,-0.0858567
14,22,-0.0731083,-0.0779588
14,23,-0.240079,0.0362089
14,24,-0.00384375,-0.00738114
14,25,-0.110009,-0.0413576
14,26,-0.0955434,0.00256112
14,27,-0.00573407,-0.0199154
14,28,-0.169784,-0.0847499
14,29,-0.519794,0.12729
15,0,-0.0788944,-0.150019
15,1,-0.0058755,-0.0165201
15,2,-0.0266045,-0.00869111
15,3,0.179376,0.132361
15,4,-0.0549225,-0.0282696
15,5,0.0489507,-0.0268332
15,6,-0.0246837,-0.0409701
15,7,0.0223239,-0.00855726
15,8,0.1219,-0.0333235
15,9,-0.109168,-0.041466
15,10,0.014335,0.0111711
15,11,0.0106002,-0.00854964
15,12,-0.075954,-0.00768412
15,13,-0.0199156,0.0158794
15,14,-0.00560035,-0.0155303
15,15,-0.000894953,-0.00860311
15,16,0.00117404,-0.0506929
15,17,-0.0149709,-0.0112763
15,18,-0.0222958,-0.0226428
15,19,0.120128,0.0230956
15,20,-0.141482,0.0224709
15,21,-0.0108719,0.0196116
15,22,-0.0590215,-0.0599723
15,23,0.191854,-0.0467544
15,24,-0.0182441,-0.00830822
15,25,-0.015235,-0.0107487
15,26,0.0386954,-0.0464197
15,27,-0.0395195,-0.0398806
15,28,-0.16512,-0.0891075
15,29,0.26083,-0.0731964
16,0,-0.0865003,-0.16159
16,1,-0.0100342,-0.0360032
16,2,0.0348514,-0.0051667
16,3,-0.0538293,-0.114133
16,4,0.00516655,-0.00951724
16,5,-0.0219995,-0.0276245
16,6,-0.0153422,-0.0250672
16,7,-0.00585257,-0.0358079
16,8,-0.224089,0.00390534
16,9,-0.0345115,-0.245216
16,10,0.00811968,0.00784736
16,11,0.0373233,-0.00630066
16,12,-0.227507,-0.0139913
16,13,0.0090163,0.00897555
16,14,-0.0335162,-0.0625055
16,15,-0.0065727,0.0453519
16,16,-0.00733321,0.0643088
16,17,-0.0252411,-0.00611336
16,18,-0.000148981,-0.00984856
16,19,0.102628,0.0170097
16,20,-0.135657,0.0211959
16,21,-0.0134427,0.0448323
16,22,-0.0194488,-0.0268398
16,23,0.0770531,-0.0248596
16,24,-0.0120804,-0.00791141
16,25,0.0442907,0.00814424
16,26,0.0459525,-0.0190589
16,27,-0.040798,-0.0373485
16,28,0.278768,0.264825
16,29,0.333529,-0.0886977
17,0,-0.00277908,-0.00682856
17,1,-0.00500259,-0.0127739
17,2,0.0177931,-0.00614402
17,3,-0.155822,-0.206176
17,4,0.0228445,0.00279072
17,5,-0.0307161,-0.0021008
17,6,-0.00664037,-0.0109154
17,7,0.00441054,-0.0152553
17,8,0.00701583,-0.013816
17,9,0.018856,-0.035916
17,10,0.000732522,0.000738034
17,11,0.0253498,-0.0068773
17,12,-0.0970889,-0.0107967
17,13,0.0044319,-0.0187065
17,14,0.00633786,0.0110268
17,15,-0.00289592,-0.0129055
17,16,0.011232,0.0308351
17,17,-0.00144104,-0.00649678
17,18,0.00550087,0.000170495
17,19,0.0320438,-0.000148233
17,20,-0.0421586,0.00050359
17,21,-0.00182331,-0.0171843
17,22,0.0195318,0.0136607
17,23,-0.0800231,0.00762362
17,24,0.000261129,-0.00711688
17,25,-0.0167103,-0.0114281
17,26,-0.00885972,-0.00743098
17,27,0.0271198,0.00815364
17,28,0.276838,0.302862
17,29,-0.30919,0.0728596
18,0,0.0393844,0.0712046
18,1,-0.000657819,0.00314973
18,2,-0.00918937,0.000811191
18,3,-0.0498085,-0.0463667
18,4,0.011976,-0.00408006
18,5,-0.00708724,0.0131874
18,6,0.0010256,0.00140023
18,7,0.00721465,0.00514157
18,8,0.117738,-0.0114884
18,9,0.0287724,0.102645
18,10,-0.00296105,-0.00281663
18,11,0.00583145,-0.00470601
18,12,0.121707,0.0096596
18,13,0.00591569,0.0128088
18,14,0.0228113,0.0414537
18,15,0.00373333,-0.025556
18,16,0.00703407,-0.0245441
18,17,0.0112882,-0.0039283
18,18,0.0015753,0.00598348
18,19,-0.0162453,-0.00835932
18,20,0.0652395,-0.00951107
18,21,0.00433162,-0.0457717
18,22,0.0308682,0.0283059
18,23,-0.114688,0.0201244
18,24,0.00696588,0.00217848
18,25,-0.0302202,-0.00987691
18,26,-0.0339126,0.000387059
18,27,0.00628845,-0.00773039
18,28,-0.012855,0.0107079
18,29,0.241994,-0.0532244
19,0,0.0536602,0.097686
19,1,0.00264278,0.00915454
19,2,-0.0147526,0.00423034
19,3,0.0389093,0.0668214
19,4,-0.0101503,-0.00633419
19,5,0.010065,0.0123336
19,6,0.00458699,0.00694437
19,7,-6.7314e-07,0.00948591
19,8,0.0124587,-0.0124452
19,9,0.000231015,0.0119679
19,10,0.000952248,0.000949496
19,11,-0.00674313,-0.000614396
19,12,0.0974685,0.00840978
19,13,0.00672188,0.0166389
19,14,-0.00257618,-0.00539435
19,15,0.000957192,0.0095331
19,16,-0.00407153,-0.0160986
19,17,0.00449885,-0.00141816
19,18,0.00225839,0.00332963
19,19,-0.0158902,0.000662988
19,20,-0.0791822,0.00776302
19,21,0.000785491,-0.006348
19,22,-0.0106532,-0.00893321
19,23,-0.0897236,0.0152646
19,24,0.00406271,0.00515696
19,25,0.0203497,0.00304883
19,26,-0.00791567,-0.00591716
19,27,-0.00635019,-0.0122842
19,28,-0.138788,-0.149247
19,29,0.0275224,-0.0113305
20,0,0.0263947,0.0472692
20,1,-0.00212856,-0.00592297
20,2,-0.00534879,-5.3369e-06
20,3,0.0239084,0.0354257
20,4,-0.0118578,-0.00807035
20,5,0.00459031,0.00882122
20,6,-0.0022549,-0.00396904
20,7,0.00521796,-0.00502014
20,8,-0.0489656,-0.0121657
20,9,-0.0134147,-0.0473661
20,10,0.00236833,0.00231232
20,11,-0.00577736,0.00274357
20,12,-0.293891,-0.0257214
20,13,0.00862746,0.00369433
20,14,-0.0122537,-0.0232281
20,15,-0.000898004,0.0208578
20,16,-0.00281096,0.0120028
20,17,-0.00242292,0.00185614
20,18,0.00197477,0.000940891
20,19,-0.00434796,0.00522545
20,20,-0.0677722,0.0068356
20,21,-0.000992606,0.0140368
20,22,-0.0247901,-0.0219263
20,23,-0.0375633,-0.00243729
20,24,0.00255297,0.00656906
20,25,0.0363514,0.00814922
20,26,0.0139168,-0.00227112
20,27,0.0140451,0.00853664
20,28,0.0770096,0.0904611
20,29,-0.0930855,0.0156404
21,0,-0.014174,-0.0275891
21,1,-0.00302977,-0.00577671
21,2,0.00417465,-0.0015338
21,3,0.00770514,0.00670227
21,4,0.0230249,2.5469e-07
21,5,0.000868023,0.00500128
21,6,-0.00236387,-0.00410657
21,7,0.00304143,-0.00612934
21,8,-0.000371117,-0.00986144
21,9,0.00388674,0.0224414
21,10,0.000283186,0.000305598
21,11,-0.00430568,0.00411793
21,12,-0.0818674,-0.00755097
21,13,0.00790226,-0.00340631
21,14,0.00704749,0.0123928
21,15,6.30256e-05,-0.0177244
21,16,0.00299408,0.00960293
21,17,-0.00435922,0.00295306
21,18,0.000762868,-0.000428222
21,19,0.00373865,0.00546148
21,20,-0.0187456,0.000190952
21,21,0.00123958,-0.00458032
21,22,0.00900789,0.00829521
21,23,0.0119946,-0.00934158
21,24,0.0029778,0.00246469
21,25,-0.0154517,-0.0100503
21,26,0.0122445,-0.000757099
21,27,0.00460373,0.00325235
21,28,0.0667545,0.0989344
21,29,0.0293595,-0.0114622
22,0,-0.0210992,-0.0396043
22,1,0.00128635,0.00854699
22,2,0.00506892,-0.00046998
22,3,-0.0108225,-0.0166452
22,4,0.0245836,0.000782582
22,5,-0.00153643,-0.00127093
22,6,0.00325623,0.00516357
22,7,0.00109292,-0.004677
22,8,0.0246777,0.00296942
22,9,0.00732665,0.0364197
22,10,-0.000759385,-0.000697762
22,11,-0.00123175,0.00286267
22,12,0.116747,0.00984093
22,13,0.0048729,-0.00565741
22,14,0.0018143,0.00280024
22,15,0.00019993,-0.0304819
22,16,0.00562872,0.00748429
22,17,-0.00343673,0.00242874
22,18,1.28068e-05,-0.000892319
22,19,0.00277882,-0.00188565
22,20,0.0126945,-0.00308964
22,21,0.002301,-0.0136096
22,22,0.0138473,0.0123625
22,23,0.0301147,-0.00730852
22,24,-0.000296569,-0.00238132
22,25,-0.0229174,-0.0070165
22,26,0.00318181,-0.000911868
22,27,-0.00453597,-0.00240369
22,28,-0.0770704,-0.0619635
